Nama Rumah Sakit,Kode Rumah Sakit,Jenis Rumah Sakit,URL,Tanggal Registrasi,Alamat,Kab/Kota,Kodepos,Telp,Kelas Rumah Sakit,Direktur,Penyelenggara,Update,Fax,Email,Humas,Website,Dokter Spesialis Anak,Dokter Spesialis Obstetri dan Ginekologi,Dokter Spesialis Penyakit Dalam,Dokter Spesialis Bedah,Dokter Spesialis Radiologi,Dokter Spesialis Rehabilitasi Medik,Dokter Spesialis Anestesiologi dan Terapi Intensif,Dokter Spesialis Jantung dan Pembuluh Darah,Dokter Spesialis Mata,Dokter Spesialis Telinga Hidung Tenggorokan,Dokter Spesialis Kedokteran Jiwa atau Psikiatri,Dokter Umum,Dokter GIGI,Dokter Spesialis GIGI,Perawat,Bidan,Farmasi,Tenaga Kesehatan Lainnya,Kamar VVIP,Kamar VIP,Kamar Kelas Satu,Kamar Kelas Dua,Kamar Kelas Tiga,Tenaga Kerja Non Kesehatan,Luas Tanah,Luas Bangunan,No Surat Izin,Tanggal Surat Izin,Surat Izin dari,Sifat Surat Izin
RS Mulya,3671135,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-tangerang/rs-mulya.html,  22/05/2014," Jl.KH. Hasyim Ashari No.18 Sudimara Pinang, Pinang", Kota Tangerang, 15145, 021-7322445, C," Dr. Tateik Wahjuningtyas, MARS", Swasta/Lainnya, 29/10/2015, 021-7310721, rsumulya@yahoo.com, 08119123466, rumahsakitmulya.com, 4,-, 3, 2, 1,-, 3, 1, 1, 2,  0, 10, 5,-,-,-, 2,-, 1 Ruang, 5 Ruang, 8 Ruang, 16 Ruang, 24 Ruang,-, 5500 m2, 6000 m2, 445/Kep-003/BPPMPT/RS.2012, 31/05/2012, Wali Kota, Tetap
RSU Avisena,3277019,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-cimahi/rsu-avisena.html,  00/00/0000," Jl. H. Rohimin No. 30 Kel. Ulujami, Kec. Pesanggrahan", Jakarta Selatan, -, 021-5853916, C, dr. Achdayat Premedi TJ.MARS, Perusahaan, 13/05/2016,-,-, 021-5853916, -, 2,-,-,-,-,-,-,-,-,-,  0, 1, 1,-,-,-,-,-, Ruang, 2 Ruang, 4 Ruang, 4 Ruang, 9 Ruang,-, - m2, - m2, -, 00/00/0000, -,-
RSU Petukangan,3171796,RSU,https://medicalclinic.id/rumah-sakit/daerah/jakarta-selatan/rsu-petukangan.html,  27/10/2015," Jl. Ciledug Raya No. 8A, Petukangan Selatan, Pesanggrahan", Jakarta Selatan, 12270, 021-7340906, C,-, Swasta/Lainnya, 27/10/2015, 021-73889956, petukanganmedicalcentre@gmail.com, 021-730906, www.rumahsakitbersalinpmc.com, 5,-, 1, 1,-,-, 1,-,-,-,  0, 5, 5,-,-,-, 1,-, Ruang, 2 Ruang, 2 Ruang, 3 Ruang, 5 Ruang,-, m2, m2,-, 00/00/0000,-,-
RSU Jati Sampurna,3275274,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-bekasi/rsu-jati-sampurna.html,  01/06/2010," Jl. Studio ANTV Rt.03/07 Kel.Jati Raden,Bekasi", Kota Bekasi, 17433, (021) 8451457, D, drg.Gini Permana Sulastini, Swasta/Lainnya, 21/10/2015, (021) 8455712, rsia_jatisampurna1@yahoo.co.id, (021) 8451457, rsjatisampurna.com, 5,-, 2, 1, 1, 1, 3,-,-, 1,  0, 8, 6,-,-,-, 1,-, Ruang, 3 Ruang, 4 Ruang, 12 Ruang, 24 Ruang, 50, 3300 m2," 3372,5 m2", 445.1/5701/YANKES/VI/2010, 01/06/2010, WALIKOTA BEKASI, Perpanjang
RSIA MARISSA,1671341,RSIA,https://medicalclinic.id/rumah-sakit/daerah/kota-palembang/rsia-marissa.html,  26/09/2015, Jl.Kapten Abdullah No.1212 Rt.18 Rw.07 Kel Talang Bubuk Kec. Plaju, Kota Palembang, 30164, 0711-542508, Belum ditetapkan, dr.Febrini Damayanti, Swasta/Lainnya, 21/10/2015,-, dfebrini@yahoo.com, 0711-7073255 /,-, 2,-, 1, 1,-,-, 1,-,-,-,  0, 4, 1,-,-,-, 1,-, 1 Ruang, 1 Ruang, 3 Ruang, 8 Ruang, 9 Ruang,-, 864 m2 m2, 704 m2 m2, 497 Tahun 2014, 22/12/2014, Walikota Palembang, Sementara
RSU JULIANA,3201240,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-bogor/rsu-juliana.html,  04/11/2013, Jalan Raya Tajur No. 75, Kota Bogor, 16141, 0251-8339593, C," dr. Diki Mulyana, Sp.A , M.Kes", Swasta/Lainnya, 20/10/2015, 0251-8339591, rsiajuliana@gmail.com, 0251-8339591, rsiajuliana.co.id, 2,-, 1, 2, 1,-, 2,-,-,-,  0, 11, 3, 2, 6, 15, 5, 2, Ruang, 2 Ruang, 4 Ruang, 15 Ruang, 7 Ruang, 37, 1318 m2, 2227 m2, 445.7/09-BPPTPM-VIII/2014, 21/08/2014, Pemkot Bogor, Sementara
RSIA Sawojajar,3201243,RS Bersalin,https://medicalclinic.id/rumah-sakit/daerah/kota-bogor/rsia-sawojajar.html,  31/08/2014, Bogor, Kota Bogor, 16121, (0251) 832 4371, C," dr. Lukman B Itudono, SpOG", Swasta/Lainnya, 20/10/2015, (0251) 8399549, rsb_sawojajar@yahoo.com, (0251) 832 4371, -, 1,-, 1, 1,-,-, 1,-,-,-,  0, 2,-,-, 5, 1, 1, 4, 1 Ruang, 2 Ruang, 2 Ruang, 10 Ruang, 10 Ruang, 8, 3000 m2," 862,32 m2", 503.42-136-BPPTPM-V/2012, 00/00/0000, -,-
RSU TNI AU Soemitro,3578166,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-surabaya/rsu-tni-au-soemitro.html,  30/12/2013, Jl.Serayu 17 Surabaya, Kota Surabaya, 60241, 5676662, Belum ditetapkan," dr.Erna EmlijahH.,SP.M.,M.KES.", TNI AU, 15/10/2015, 5663026, rsausby@gmail.com, 085733337203, www.rsausoemitro.com, 2,-, 2, 2,-,-, 1, 1, 1, 2,  0, 12, 6,-,-,-, 1,-, Ruang, Ruang, 5 Ruang, 7 Ruang, 28 Ruang, 15, 1.848 m2, 1.200 m2, 503.445/005/PS/IP.RS/436.6.3/XII/2012, 21/12/2012, Dinas Kesehatan Kota Surabaya, Sementara
RSIA Karunia Kasih,3275017,RSIA,https://medicalclinic.id/rumah-sakit/daerah/kota-bekasi/rsia-karunia-kasih.html,  19/07/2010," Jl. Raya Jatiwaringin No.133, Pd Gede Bekasi", Kota Bekasi, 17411, 021-8461970, C, dr.sutanti wijaya, Swasta/Lainnya, 12/10/2015, 021-8460991, ohan@rsiakaruniabunda.com, 021-8461970,-, 4,-, 3, 1,-,-, 4,-,-, 1,  0, 4, 7,-,-,-, 2,-, 4 Ruang, 6 Ruang, 3 Ruang, 7 Ruang, 21 Ruang,-," 2136,9 m2"," 1725,5 m2", 445.1/4199/YANKES/ IV/2010, 19/04/2010, WALIKOTA BEKASI, Perpanjang
RSU Pertamina Klayan,3209025,RSU,https://medicalclinic.id/rumah-sakit/daerah/cirebon/rsu-pertamina-klayan.html,  19/04/2013, Jl. Patra Raya Klayan Cirebon, Cirebon, 45151, 0231-224646, C, Dr. Sunardjo, BUMN, 09/10/2015, 0231-209328, rspkc@yahoo.com, 0231-224646, www.pertamedika.co.id, 1,-, 2, 2, 2,-, 1, 1, 1, 1,  1, 9, 3, 4, 108, 13, 13, 19, 12 Ruang, 14 Ruang, 23 Ruang, 22 Ruang, 16 Ruang, 31, 33006 m2, 11274 m2, 503/003.28/BPPT, 24/06/2012, BADAN PENYELENGGARAAN PERIZINAN TERPADU, Tetap
RSU Balimed Karangasem,5107017,RSU,https://medicalclinic.id/rumah-sakit/daerah/karangasem/rsu-balimed-karangasem.html,  06/06/2015," Jl. Nenas, Kecicang, Karangasem", Karangasem, 80861, (0363) 4301618, D, dr.I Nengah Suranten, Swasta/Lainnya, 09/10/2015,-, rs.balimedkarangasem@yahoo.co.id, (0363) 4301618, balimedkarangasem.com, 2,-, 3, 2, 1,-, 2,-,-, 1,  0, 9, 3,-,-,-, 2,-, 3 Ruang, 40 Ruang, 4 Ruang, 4 Ruang, 6 Ruang,-, 3650 m2," 4057,44 m2", 12 / diskes / 2015, 15/05/2015, bupati karangasem, Tetap
RSK Gigi dan Mulut Pendidikan UNJANI,3277022,RSK Gigi dan Mulut,https://medicalclinic.id/rumah-sakit/daerah/kota-cimahi/rsk-gigi-dan-mulut-pendidikan-unjani.html,  01/09/2015, Jl. Encep Kartawiria Kelurahan Citeureup kecamatan Cimahi Utara, Kota Cimahi, 40512, 02286001408, B," Kolonel Ckm drg.Rizal Rivandi.SPBM-MF.,M", Swasta/Lainnya, 07/10/2015,-,-, 02286001408,-, 1,-, 1, 1, 1, 1, 1, 1, 1, 1,  1, 7, 2,-,-,-, 1,-, 1 Ruang, 2 Ruang, Ruang, Ruang, Ruang, 12, 4460 m2, 6210 m2, 445.1, 31/07/2015, BPMPT JABAR, Tetap
RSU  PTP VIII Balimbingan,1209010,RSU,https://medicalclinic.id/rumah-sakit/daerah/simalungun/rsu--ptp-viii-balimbingan.html,  02/03/2015, Desa Balimbingan Kecamatan Tanah Jawa Kabupaten Simalungun Sumatera Utara, Simalungun, 21181, 0622-7562036, C, DR. GUNAWAN, BUMN, 06/10/2015, 0622-752035, -rs_balimbingan@ptpn4.co.id, -08126331762, -,-,-, 1, 3,-,-, 1,-, 1, 1,  1, 9, 1, 1, 71, 7, 1,-, Ruang, 2 Ruang, 12 Ruang, 72 Ruang, 32 Ruang, 65, -21.000 m2," -20.235,76 m2", -440.04.1/1754/IX/2014, 19/09/2014, -Dinas Kesehatan Kabupaten Simalungun, Sementara
RSU St Yusup Boro,3401026,RSU,https://medicalclinic.id/rumah-sakit/daerah/kulon-progo/rsu-st-yusup-boro.html,  00/00/0000, Boro Banjarasri Kulon Progo, Kulon Progo,-, 08112954885, D, dr. Clara Soraya, Organisasi Sosial, 29/09/2015,-, rs_st_yusup@yahoo.com, -, -, 1,-, 1,-,-,-,-,-,-,-,  0, 5, 1,-,-,-,-,-, 2 Ruang, 2 Ruang, 2 Ruang, 50 Ruang, Ruang,-, - m2, - m2, 503/1740/VII/2007, 30/07/2007, Dines Kab, Tetap
RSU PKU Muhammadiyah Wates,3401049,RSU,https://medicalclinic.id/rumah-sakit/daerah/kulon-progo/rsu-pku-muhammadiyah-wates.html,  21/02/2012, Jl KH.Ahmad Dahlan NO II Wates Kulon Progo, Kulon Progo, 55611, (0274)773430, D, Berubah menjadi KLINIK, Organisasi Islam, 29/09/2015,-,-, -, -,-,-, 1,-,-,-,-,-,-,-,  0, 2,-,-, 9, 2, 2, 4, Ruang, 3 Ruang, 8 Ruang, 6 Ruang, 13 Ruang, 10, 2.027 m2, 848 m2, 445/01/RSU/VIII/2009, 00/00/0000, Bupati Kulon Progo,-
RSU Sari Asih Sangiang,3671209,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-tangerang/rsu-sari-asih-sangiang.html,  29/08/2014," Jl. Moh. Toha KM 3,5 (Simpang Tiga Sangiang) Kota Tangerang", Kota Tangerang, 15131, 021-5582732, C," dr. Abdul Khoja, MARS", Perusahaan, 29/09/2015, 021-55791307, sariasih_sangiang@yahoo.co.id, 021-5582732 Ext, sariasih.com, 3,-, 2, 3, 2,-, 2,-,-, 2,  0, 5, 3,-, 91, 8, 11, 18, Ruang, 5 Ruang, 18 Ruang, 42 Ruang, 32 Ruang, 102, 3.391 m2," 2.034,6 m2", 445/Kep - 227/BPPT/RS. 03. 2011, 26/04/2011, Wahidin Halim (Walikota Tangerang), Perpanjang
RSK Bedah Medimas,3274134,RSK Bedah,https://medicalclinic.id/rumah-sakit/daerah/kota-cirebon/rsk-bedah-medimas.html,  02/05/2012, Jl. Evakuasi No. 116, Kota Cirebon, 45153, 0231-481165, C, dr. Yanto Avianto, Swasta/Lainnya, 22/09/2015,-, rs.medimas@gmail.com, 0231-481165,-,-,-,-, 2, 1,-, 1,-,-,-,  0, 1,-,-, 18,-, 3, 2, Ruang, 8 Ruang, 9 Ruang, 8 Ruang, 15 Ruang, 15, 4260 m2, 1982 m2, 503.16/yankes-pptsp, 19/05/2008, dinkes prop,-
RSU Kartika Cibadak,3202086,RSU,https://medicalclinic.id/rumah-sakit/daerah/sukabumi/rsu-kartika-cibadak.html,  20/01/2015, Jl.Siliwangi No.139, Sukabumi, 43155, (0266) 7160068, D," dr. Francis Johanes, MARS", Swasta/Lainnya, 22/09/2015, (0266) 535586, rekammedik@rskartikacibadak.co.id, (0266) 7160071, www.rskartikacibadak.co.id, 3,-, 2, 2, 1,-, 1,-, 1, 1,  0, 6, 2,-, 53, 10, 2, 20, Ruang, 3 Ruang, 10 Ruang, 12 Ruang, 21 Ruang, 47, 2291 m2, 2748 m2, 445/kep.364-Dinkes/2015, 22/05/2015, Bupati kabupaten sukabumi, Tetap
RSIA Malebuh Husada,7371418,RSIA,https://medicalclinic.id/rumah-sakit/daerah/kota-makassar/rsia-malebuh-husada.html,  19/08/2015, JL.GOA RIA-SUDIANG RUKO PURI TATA RECIDENCE BLOK A1 NO 7, Kota Makassar, 90242, 0411-556 354, C," dr.H.Muhammad Saad Bustan,M.Kes", Swasta/Lainnya, 15/09/2015, 0411-544 978,-,-,-, 1,-,-,-,-,-, 1,-,-,-,  0, 6,-,-,-,-, 1,-, Ruang, 1 Ruang, 3 Ruang, 6 Ruang, 24 Ruang,-, m2, m2,-, 00/00/0000,-,-
RSU Family Medical Center,3201150,RSU,https://medicalclinic.id/rumah-sakit/daerah/bogor/rsu-family-medical-center.html,  09/05/2014," Jl. Raya Bogor Km.51 Ciluar, Bogor", Bogor, 16710, 02518652391, C," dr. Agustina Harsamin, MARS", Swasta/Lainnya, 14/09/2015, 02518661605, medical@rsfmed.co.id, 02518665000, www.rsfmed.co.id, 5,-, 6, 2, 3,-, 4, 2, 5, 2,  0, 14, 5,-,-,-, 2,-, 1 Ruang, 3 Ruang, 6 Ruang, 11 Ruang, 23 Ruang, 72, m2, m2, HK.07.06/III/1825/09, 22/05/2009, Kemenkes, Tetap
RSU Hermina Galaxy,3216389,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-bekasi/rsu-hermina-galaxy.html,  31/05/2012, jl. Gardenia Raya Blok BA I No.11 Grand Galaxy City Bekasi, Kota Bekasi, 17147, 021-8222525, C," dr. Irma Suryani, MM", Perusahaan, 11/09/2015, 021-82414130, galaxy@herminahospita, 021-82414130, galaxy@herminahospitalgroup.com, 22,-, 4, 2, 1, 1, 5,-, 2, 1,  0, 13, 6, 6, 45, 12, 6, 11, 2 Ruang, 1 Ruang, 10 Ruang, 11 Ruang, 16 Ruang, 48, 3.979 m2, 5698 m2, 445.1/606/Yankes/III/2012, 04/02/2012, Dinkes Kota Bekasi,-
RS Cikarang Medika,3216409,RSU,https://medicalclinic.id/rumah-sakit/daerah/bekasi/rs-cikarang-medika.html,  20/08/2014, Jl. KH. Fudholi No. 78 Cikarang Utara, Bekasi, 17550, 021-8902210, C, DR. H DEDY LETO MARS, Swasta/Lainnya, 08/09/2015, 021-89113903, rsia_cikarangmedika@ymail.com, 021-70655009,-, 1,-, 1, 1,-,-,-,-,-,-,  0, 4, 1,-,-,-, 1,-, Ruang, Ruang, 3 Ruang, 7 Ruang, 15 Ruang,-, 580 m2, 420 m2, -, 00/00/0000, -,-
RUMAH SAKIT MITRA MANAKARRA,7604024,RSU,https://medicalclinic.id/rumah-sakit/daerah/mamuju/rumah-sakit-mitra-manakarra.html,  19/12/2013, Jl. Pongtiku No. 2, Mamuju, 91511, 0426-2324515, C," dr. Nexriana, M.Kes", Swasta/Lainnya, 08/09/2015,-, rs.mitra.manakarra@gmail.com, 0426-2324515,-, 2,-, 2, 3, 1,-, 2,-, 1, 1,  0, 6,-,-, 25, 7, 2, 9, 1 Ruang, 10 Ruang, 2 Ruang, 3 Ruang, 17 Ruang, 13, 10.583 m2, 1.483 m2, 440/603/XII/2013/Dinkes, 07/12/2013, Bupati Mamuju, Sementara
RSU NURHAYATI GARUT,3205023,RSU,https://medicalclinic.id/rumah-sakit/daerah/garut/rsu-nurhayati-garut.html,  25/03/2015, Jl. Jendral Sudirman No. 6, Garut, 44182, (0262) 238966, Belum ditetapkan," dr.H. Arvi Iskandar, MMRS", Organisasi Sosial, 04/09/2015, (0262) 231824, rsu.nurhayatigarut@gmail.com, (0262) 231824,-, 1,-, 1, 1, 1,-, 1,-,-, 1,  0, 7, 1,-, 32, 3, 1, 3, 5 Ruang, 4 Ruang, 4 Ruang, 15 Ruang, 12 Ruang, 31, 930 m2, 2414 m2, 503/1945/Diskes, 16/08/2013, Bupati Garut, Tetap
RSU INCO SOROWAKO,7317020,RSU,https://medicalclinic.id/rumah-sakit/daerah/luwu/rsu-inco-sorowako.html,  00/00/0000," Soroako, Kab.Luwu", Luwu, 0411, 318545, C," Dr. Kunto Rahardjo,Sp.An KIC", Perusahaan, 01/09/2015, 5249560, -, -, -,-,-, 1, 2, 1,-, 2,-, 1, 1,  0, 10, 3,-,-,-,-,-, Ruang, 25 Ruang, 6 Ruang, 19 Ruang, Ruang,-, - m2, - m2, -, 00/00/0000, -,-
RSUD Kecamatan Jagakarsa,3171792,RSU,https://medicalclinic.id/rumah-sakit/daerah/jakarta-selatan/rsud-kecamatan-jagakarsa.html,  24/07/2015," Jl. JL. Moh. Kahfi I No.27A, Kecamatan Jagakarsa Jakarta Selatan", Jakarta Selatan, 12620, 02178882455, D, dr. Dewi Mustika, Pemprop, 31/08/2015, 02122708072, rsukecjagakarsa@gmail.com, 082363118786, rsuk-jagakarsa.com, 2,-, 1,-,-,-,-,-, 1, 1,  0, 8, 3,-,-,-, 3,-, Ruang, Ruang, Ruang, Ruang, 50 Ruang,-, 1700 m2, 1200 m2, 3/2.11/31-1.77/2015, 01/04/2015, Pemprov DKI Jakarta, Perpanjang
RSU Juanda Kuningan,3208046,RSU,https://medicalclinic.id/rumah-sakit/daerah/kuningan/rsu-juanda-kuningan.html,  10/07/2010," Jl. Ir. H. Juanda No. 207, Kuningan", Kuningan, 45511, 0232876433, C, dr. Giri Satriya, Organisasi Sosial, 29/08/2015, 0232876433, rs.juanda@gmail.com, 085224888623, www.rsjuanda.com, 2,-, 1, 2, 2,-, 2,-,-, 1,  0, 13, 2,-, 56, 16, 7, 15, 2 Ruang, 12 Ruang, 19 Ruang, 6 Ruang, 23 Ruang, 53, 4500 m2, 1750 m2, 503/11/028/Jamsarkes, 22/01/2015, Dinas Kesehatan Kabupaten, Perpanjang
RSU Gading Pluit,3175407,RSU,https://medicalclinic.id/rumah-sakit/daerah/jakarta-utara/rsu-gading-pluit.html,  01/03/2015," Jl. Boulevard Timur Raya Pegangsaan Dua,Kelapa Gading", Jakarta Utara, 14250, 021-4521001, B," Dr. Barlian Sutedja,Sp.B", Swasta/Lainnya, 25/08/2015, 021-4520578, gadingpluit@gadingpluit-hospital.com, 021-4521001, www.gadingpluit-hospital.com, 6,0, 7, 18, 4, 2, 5, 5, 7, 5,  4, 31, 13, 6, 214, 16, 42, 147, 12 Ruang, 29 Ruang, 33 Ruang, 28 Ruang, 22 Ruang, 161, 9286 m2, 24544 m2, 8636/2010, 25/08/2010, Dinas Kesehatan DKI, Tetap
RSU Marsudi Waluyo,3507070,RSU,https://medicalclinic.id/rumah-sakit/daerah/malang/rsu-marsudi-waluyo.html,  01/10/1995, Jl. Raya Mondoroko Km. 9 Singosari Malang, Malang, 0341, 458974, D," dr. Kristiwi Hanggariyani, MARS", Organisasi Protestan, 24/08/2015, 451579, rs_marsudiwaluyo_mlg@yahoo.com, 0341-458974, -, 1,-, 2, 2, 1,-, 2,-, 1, 1,  1, 7, 2,-, 16, 5, 1,-, Ruang, 2 Ruang, 14 Ruang, 17 Ruang, 24 Ruang, 86, 29678 m2," 4072,07 m2", 503/0005/IORS/421.302/2015, 22/06/2015, Kepala Badan Pelayanan Perizinan Terpadu, Tetap
RSIA  Al Hasanah,3577052,RSIA,https://medicalclinic.id/rumah-sakit/daerah/kota-madiun/rsia--al-hasanah.html,  27/06/2011," Jl. Sri Rejeki No. 91B, kel. Sukosari, Kec. Kartoharjo", Kota Madiun, 63114, 0351-463173, C, dr. Parisuko, Perusahaan, 18/08/2015, (0351)467733, rsbalhasanah@yahoo.co.id, 085100705075, -, 2,-,-,-,-,-, 2,-,-,-,  0, 4,-,-, 1, 19, 1, 1, Ruang, 12 Ruang, 8 Ruang, 9 Ruang, 20 Ruang, 8, 2250 m2, 809 m2, 503-401.303/007/2014, 28/08/2014, KPPT KOTA MADIUN, Tetap
RSU Vina Estetica,1275276,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-medan/rsu-vina-estetica.html,  26/01/2013, Jl. Sultan Iskandar Muda No.119, Kota Medan, 20119, 061 4147646, C," dr. Vanny Marianta Sembiring, MARS", Organisasi Sosial, 15/08/2015, 061 4564572, rsu.vina.estetica@gmail.com,-, -, 3,1, 2, 10, 1,-, 2,-,-, 2,  0, 3, 2,-, 145, 13, 2,-, 1 Ruang, 3 Ruang, 20 Ruang, 20 Ruang, 50 Ruang, 44, - m2, - m2, 800/9496/VI/2010, 21/06/2010, DINAS KESEHATAN KOTA, Perpanjang
RSU Graha Ultima Medika,5271100,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-mataram/rsu-graha-ultima-medika.html,  12/08/2015, JL.MAJAPAHIT NO.10 MATARAM, Kota Mataram, 83127, 0370-623999, C, dr. Rini Kusmardiati, Perusahaan, 15/08/2015,-, grhaultimamedika@gmail.com, 0370-623999,-, 2,-, 2, 2, 1,-, 2, 1, 2, 1,  0, 5, 1,-,-,-, 3,-, 2 Ruang, 17 Ruang, 12 Ruang, 6 Ruang, 7 Ruang, 42," 11.596,00 m2"," 7.725,27 m2", 772 / V / 2015, 13/05/2015, WALIKOTA MATARAM, Tetap
RSU Siloam Hospitals Surabaya,3578443,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-surabaya/rsu-siloam-hospitals-surabaya.html,  13/08/2015, Jl. Gubeng Raya 70 Surabaya, Kota Surabaya, 60281, 031-5031333, B," Dr. Maria M. Padmidewi, SpPK", Swasta/Lainnya, 14/08/2015, 031-5031533, -http://www.mail.siloamhospitals.com, -081332964099, -www.siloamhospitals.com, 14,3, 15, 5, 4, 4, 5, 9, 7, 7,  4, 10, 12,-,-,-,-,-, 4 Ruang, 24 Ruang, 52 Ruang, 21 Ruang, 35 Ruang, 189, -11.557 m2, -11.172 m2, HK.02.03/I/0090/2013, 16/01/2013, -Menteri Kesehatan RI, Tetap
RSU Hosana Medica,3216185,RSU,https://medicalclinic.id/rumah-sakit/daerah/bekasi/rsu-hosana-medica.html,  21/01/2015," Jl. Ruko Thamrin Lippo RT.08/04 Blok C3/3A,D2,Cikarang", Bekasi,-, 021-8972472, D, dr. Trifena Djanti, Swasta/Lainnya, 11/08/2015, 021-89900769, -, -, -,-,-,-,-,-,-,-,-,-,-,  0, 2,-,-,-,-,-,-, Ruang, Ruang, Ruang, Ruang, 50 Ruang,-, - m2, - m2, 503/1951/dinkes/Rs/2008, 00/00/0000, Dinkes,-
Rumah Sakit Umum Kecamatan Cilincing,3175414,RSU,https://medicalclinic.id/rumah-sakit/daerah/jakarta-utara/rumah-sakit-umum-kecamatan-cilincing.html,  23/07/2015," Jl. Madya Kebantenan Nomor 4, Semper Timur, Cilincing", Jakarta Utara, 14130, 0214412889, D," dr. Netty Siahaan, M.K.M", Pemkot, 11/08/2015, 0214412889, rsudcilincing@gmail.com,-,-, 1,-,-,-,-,-,-,-, 1,-,  0, 8, 1,-,-,-,-,-, Ruang, Ruang, Ruang, Ruang, 42 Ruang,-, m2, m2,-, 00/00/0000,-,-
RSUD Kecamatan Johar Baru,3173701,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-jakarta-pusat/rsud-kecamatan-johar-baru.html,  28/07/2015," Jl. Tanah Tinggi XII, Johar Baru", Kota Jakarta Pusat, 10540, 0214246359, D," dr. Weningtyas Purnomorini, MARS", Pemprop, 10/08/2015,-, rsujoharbaru@gmail.com,-, rsujoharbaru@gmail.com,-,-,-,-,-,-,-,-,-,-,  0,-,-,-,-,-,-,-, Ruang, Ruang, Ruang, Ruang, Ruang,-, 1305 m2, 2951 m2, 6/2.11/31/-1.77/2015, 01/04/2015, BPTSP Provinsi DKI Jakarta, Tetap
RSUD Kecamatan Koja,3175412,RSU,https://medicalclinic.id/rumah-sakit/daerah/jakarta-utara/rsud-kecamatan-koja.html,  29/06/2015, Jl. Walang Permai No 39, Jakarta Utara, 14260, (021) 4367168, D," dr. Nailah, M.Si", Pemprop, 09/08/2015, (021) 4367168, rsukeckoja@yahoo.com, (021) 4367168,-, 1,-, 1,-,-,-,-,-,-,-,  0, 11, 1,-,-,-,-,-, Ruang, Ruang, Ruang, Ruang, 12 Ruang, 6, 2305 m2, 3330 m2, 14/2.11/31/-1.77/2015, 01/04/2015, KA.BADAN PTSP PROV DKI JAKARTA, Tetap
RSU PERMATA MADINA SIBUHUAN,1221002,RSU,https://medicalclinic.id/rumah-sakit/daerah/padang-lawas/rsu-permata-madina-sibuhuan.html,  06/01/2014, Jl. Ki Hajar Dewantara Sibuhuan, Padang Lawas, 22763, 0636-421211, C, dr. Musbar M. Kes, Swasta/Lainnya, 06/08/2015, 0636-421311, permatamadina.sibuhuan@gmail.com, 081375771647,-, 2,-, 2, 3, 1,-, 1,-, 1, 1,  0, 9, 2,-, 40, 10, 1, 6, 2 Ruang, 7 Ruang, 4 Ruang, 9 Ruang, 51 Ruang, 25, 6980 m2, 2224 m2, 503/1916/001/2012, 00/00/0000, Bupati Kab Padang Lawas, Tetap
RS Bhineka Bakti Husada,3603060,RSU,https://medicalclinic.id/rumah-sakit/daerah/kota-tangerang-selatan/rs-bhineka-bakti-husada.html,  05/08/2015," Jl. Cabe Raya No.17 Pondok Cabe, Pamulang Tangerang", Kota Tangerang Selatan, 15418, 0217490829, C," dr. Lilis Kurniah R, MARS", Swasta/Lainnya, 05/08/2015, 0217499157, rsbbh.casemix@gmail.com, 087877552907, www.rsbbh.co.id, 2,-, 3, 4, 1, 1, 2, 2, 2, 2,  0, 20, 6,-,-,-, 2,-, Ruang, 5 Ruang, 17 Ruang, 61 Ruang, 27 Ruang, 88, 6.988 m2," 6.3557,712 m2", 445/Kep.131-Huk/2015, 08/07/2015, WALIKOTA TANGERANG SELATAN, Tetap
RSUD Kecamatan Mampang Prapatan,3171793,RSU,https://medicalclinic.id/rumah-sakit/daerah/jakarta-selatan/rsud-kecamatan-mampang-prapatan.html,  27/07/2015, Jl. Kapten P. Tendean No. 9A Jakarta Selatan, Jakarta Selatan, 12790, 021 79192187, D," dr. Dewi Sri Rachmawati S,Sp.A", Pemprop, 05/08/2015, 021 79192187, ulifauzan.2014@gmail.com, 082114398520,-,-,-,-,-,-,-,-,-,-,-,  0,-,-,-,-,-,-,-, Ruang, Ruang, Ruang, Ruang, 40 Ruang,-, m2, m2,-, 00/00/0000,-,-
RSUD Kecamatan Ciracas,3172762,RSU,https://medicalclinic.id/rumah-sakit/daerah/jakarta-timur/rsud-kecamatan-ciracas.html,  01/08/2015," Jalan Lapangan Tembak Cibubur 1 , Kecamatan Ciracas", Jakarta Timur, 13720, 021- 87711249, D, dr. Sri Kustantini Hendrastuti, Pemprop, 03/08/2015, 021-8718995, rsuciracas@gmail.com, 021-87711249, rsuciracas@gmail.com, 1,-, 1,-,-,-,-,-,-,-,  0, 11, 3,-,-,-, 4,-, Ruang, Ruang, Ruang, Ruang, 25 Ruang,-, 3.149 m2, m2, 9/2.11/31/-1.77/2015, 01/04/2015, Kepala Badan Pelayanan Terpadu Satu Pint,-
